eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename,csv_file
2,1,0,0,0,3,3,2,10,13,0,2,5,11,2,2,0,1,s6_07482.csv.png,s6_07482.csv
0,0,1,2,1,3,3,5,7,46,2,1,5,11,3,1,2,0,s6_07488.csv.png,s6_07488.csv
0,0,1,1,0,1,0,1,14,71,3,1,4,11,1,0,1,2,s6_07494.csv.png,s6_07494.csv
2,1,1,1,0,10,0,4,13,34,4,2,4,2,2,2,1,0,s6_07499.csv.png,s6_07499.csv
1,1,1,0,0,12,3,1,14,85,1,0,1,11,2,2,2,1,s6_07502.csv.png,s6_07502.csv
1,0,1,0,0,10,2,4,14,102,1,1,7,0,1,2,0,2,s6_07512.csv.png,s6_07512.csv
1,1,1,0,0,2,0,3,14,107,1,0,7,11,3,0,1,0,s6_07514.csv.png,s6_07514.csv
1,0,1,1,1,7,3,6,7,40,4,0,3,5,3,1,1,2,s6_07518.csv.png,s6_07518.csv
0,0,0,1,0,7,1,3,14,23,2,2,6,0,3,0,0,1,s6_07525.csv.png,s6_07525.csv
1,1,0,1,0,5,0,2,14,4,0,2,7,5,5,2,0,2,s6_07528.csv.png,s6_07528.csv
1,1,0,2,0,11,3,6,0,49,0,2,1,11,6,0,0,0,s6_07539.csv.png,s6_07539.csv
1,1,1,2,0,11,3,5,14,86,4,2,6,11,5,0,0,1,s6_07543.csv.png,s6_07543.csv
2,1,0,0,1,12,1,0,14,11,3,3,5,11,2,0,0,2,s6_07548.csv.png,s6_07548.csv
1,0,0,1,1,0,2,0,14,22,4,0,9,11,2,0,0,0,s6_07561.csv.png,s6_07561.csv
2,0,0,0,0,13,3,1,14,105,0,0,6,11,5,1,2,2,s6_07562.csv.png,s6_07562.csv
1,0,0,0,0,13,0,4,9,110,1,1,3,11,2,1,0,0,s6_07570.csv.png,s6_07570.csv
1,1,0,1,1,3,3,6,7,26,3,0,3,5,4,1,0,0,s6_07573.csv.png,s6_07573.csv
1,0,0,2,1,2,0,3,13,47,4,0,8,11,6,1,0,1,s6_07582.csv.png,s6_07582.csv
2,1,1,0,0,7,1,5,14,65,2,1,3,11,1,0,1,1,s6_07585.csv.png,s6_07585.csv
0,1,0,1,0,13,3,6,14,28,4,0,5,5,1,1,2,0,s6_07596.csv.png,s6_07596.csv
1,0,1,0,0,4,3,5,1,23,2,1,2,7,1,0,1,2,s6_07613.csv.png,s6_07613.csv
1,1,0,2,0,6,3,0,8,7,2,1,6,11,4,1,1,0,s6_07615.csv.png,s6_07615.csv
2,1,1,1,1,6,2,3,14,97,4,1,2,11,1,0,2,0,s6_07619.csv.png,s6_07619.csv
2,1,1,2,0,10,2,6,4,96,2,2,4,11,2,0,1,0,s6_07621.csv.png,s6_07621.csv
0,0,0,2,0,11,1,4,2,29,3,3,7,11,0,0,0,1,s6_07626.csv.png,s6_07626.csv
2,0,1,0,1,9,2,6,14,10,4,3,5,6,0,1,2,0,s6_07638.csv.png,s6_07638.csv
0,1,1,1,0,10,2,6,3,86,2,1,6,7,4,1,0,2,s6_07642.csv.png,s6_07642.csv
1,0,1,0,1,6,3,1,14,0,3,3,6,11,4,1,2,1,s6_07687.csv.png,s6_07687.csv
1,1,1,2,1,11,3,5,14,103,4,1,3,11,5,2,0,0,s6_07693.csv.png,s6_07693.csv
1,0,1,2,1,5,1,0,14,64,1,1,6,0,3,2,0,2,s6_07696.csv.png,s6_07696.csv
0,0,0,2,1,9,3,3,13,52,2,1,5,8,0,1,0,1,s6_07697.csv.png,s6_07697.csv
0,0,1,1,0,7,3,4,13,52,1,1,8,4,3,1,0,1,s6_07699.csv.png,s6_07699.csv
0,0,0,1,1,7,1,4,1,93,3,0,8,3,5,1,2,0,s6_07706.csv.png,s6_07706.csv
1,1,1,2,0,2,2,6,14,29,1,0,4,5,1,1,0,0,s6_07707.csv.png,s6_07707.csv
2,0,0,0,1,8,2,2,5,30,2,0,8,11,2,1,2,1,s6_07709.csv.png,s6_07709.csv
2,1,0,0,0,2,1,6,14,25,2,2,7,10,2,1,1,1,s6_07714.csv.png,s6_07714.csv
1,0,1,0,0,7,1,2,8,83,3,0,5,7,2,2,2,2,s6_07721.csv.png,s6_07721.csv
2,1,0,2,1,0,2,3,14,45,2,2,5,11,3,2,2,1,s6_07737.csv.png,s6_07737.csv
1,0,1,2,0,0,0,2,14,44,0,1,2,11,2,1,0,0,s6_07749.csv.png,s6_07749.csv
2,1,1,1,0,3,0,5,9,73,4,1,6,11,1,0,0,1,s6_07755.csv.png,s6_07755.csv
2,1,1,0,0,9,0,3,14,88,2,1,8,10,0,2,0,2,s6_07756.csv.png,s6_07756.csv
0,1,0,2,0,10,2,6,10,99,1,3,6,11,1,2,2,1,s6_07760.csv.png,s6_07760.csv
2,1,1,1,0,0,2,6,14,69,0,3,4,4,6,2,2,0,s6_07777.csv.png,s6_07777.csv
0,1,1,2,0,10,2,3,14,79,1,2,6,11,5,0,2,1,s6_07784.csv.png,s6_07784.csv
1,0,1,0,1,7,3,6,0,78,2,0,2,7,0,1,1,0,s6_07815.csv.png,s6_07815.csv
1,0,1,2,1,4,0,2,14,97,0,3,3,5,4,0,2,2,s6_07817.csv.png,s6_07817.csv
1,0,0,1,1,6,3,1,14,17,0,2,6,1,0,2,0,2,s6_07829.csv.png,s6_07829.csv
1,1,1,0,1,12,1,5,5,37,2,3,5,11,0,2,0,1,s6_07834.csv.png,s6_07834.csv
0,0,1,0,1,13,0,4,4,31,0,2,3,11,1,2,2,0,s6_07846.csv.png,s6_07846.csv
0,1,0,1,0,2,0,3,11,13,3,0,4,6,3,0,0,1,s6_07852.csv.png,s6_07852.csv
2,0,1,0,0,2,0,2,5,47,2,1,3,11,4,2,2,2,s6_07853.csv.png,s6_07853.csv
1,0,1,2,1,13,0,1,14,7,4,0,2,11,4,2,2,2,s6_07859.csv.png,s6_07859.csv
1,0,1,0,0,11,2,0,14,106,4,1,5,11,2,0,1,1,s6_07875.csv.png,s6_07875.csv
1,1,1,0,0,11,0,6,14,65,4,1,4,11,4,2,2,2,s6_07876.csv.png,s6_07876.csv
0,0,0,1,0,13,1,2,14,48,3,1,5,11,6,1,1,0,s6_07892.csv.png,s6_07892.csv
0,1,0,1,1,3,1,2,10,78,2,0,1,2,1,0,2,0,s6_07897.csv.png,s6_07897.csv
1,1,0,1,0,7,1,2,6,52,4,0,4,0,2,0,0,1,s6_07900.csv.png,s6_07900.csv
0,0,0,1,0,8,1,4,14,54,4,3,1,11,1,0,0,0,s6_07913.csv.png,s6_07913.csv
2,0,1,2,1,2,0,0,12,33,1,3,7,11,1,2,1,0,s6_07917.csv.png,s6_07917.csv
2,0,0,0,0,4,2,6,14,81,0,0,8,5,5,1,0,2,s6_07920.csv.png,s6_07920.csv
0,0,1,2,0,3,0,6,14,109,4,2,8,0,2,1,1,2,s6_07925.csv.png,s6_07925.csv
2,1,0,0,1,10,2,0,8,41,1,2,3,10,5,2,0,0,s6_07927.csv.png,s6_07927.csv
2,0,0,0,1,5,1,3,3,54,2,0,6,11,2,2,1,1,s6_07931.csv.png,s6_07931.csv
1,1,1,2,0,3,0,5,5,0,2,0,9,11,5,0,1,0,s6_07935.csv.png,s6_07935.csv
2,0,1,0,1,1,0,5,1,27,3,3,5,10,4,0,1,0,s6_07937.csv.png,s6_07937.csv
1,1,1,2,0,12,3,3,5,29,0,0,2,11,2,1,2,2,s6_07940.csv.png,s6_07940.csv
1,1,1,1,1,11,1,6,4,54,1,2,2,11,4,1,2,0,s6_07948.csv.png,s6_07948.csv
0,0,0,0,1,4,2,3,14,61,4,3,6,11,3,0,1,2,s6_07951.csv.png,s6_07951.csv
1,0,1,2,1,1,2,4,14,18,0,2,3,11,3,1,0,1,s6_07963.csv.png,s6_07963.csv
2,0,0,2,1,11,2,6,2,35,0,2,9,9,5,0,0,2,s6_07966.csv.png,s6_07966.csv
2,0,1,0,0,6,3,6,3,36,1,0,1,11,1,2,2,1,s6_07973.csv.png,s6_07973.csv
2,1,0,1,1,3,1,5,14,79,3,1,4,11,4,1,1,1,s6_07984.csv.png,s6_07984.csv
0,0,0,2,0,1,0,4,14,45,1,3,5,8,1,2,0,2,s6_07985.csv.png,s6_07985.csv
1,0,1,1,1,9,0,2,7,84,4,1,7,11,5,2,1,2,s6_07994.csv.png,s6_07994.csv
2,1,0,2,1,12,2,2,1,2,1,2,6,10,3,2,2,2,s6_08007.csv.png,s6_08007.csv
1,1,0,1,0,13,1,0,14,96,1,2,2,11,2,0,1,2,s6_08012.csv.png,s6_08012.csv
1,1,1,2,0,4,2,5,1,76,0,3,1,2,6,1,2,2,s6_08015.csv.png,s6_08015.csv
2,0,1,1,0,4,2,1,14,18,0,0,3,11,2,0,2,0,s6_08022.csv.png,s6_08022.csv
1,1,0,1,1,8,1,6,5,10,0,1,3,4,1,0,2,1,s6_08024.csv.png,s6_08024.csv
0,0,0,2,1,4,2,0,14,3,3,2,0,6,3,2,2,2,s6_08028.csv.png,s6_08028.csv
2,0,0,1,0,10,1,6,5,41,0,3,3,5,5,1,0,1,s6_08045.csv.png,s6_08045.csv
0,0,0,0,0,11,3,6,5,80,1,2,7,11,1,2,0,1,s6_08047.csv.png,s6_08047.csv
1,1,1,0,1,1,1,1,14,60,1,0,5,11,6,0,1,0,s6_08053.csv.png,s6_08053.csv
1,1,0,2,1,12,2,5,13,71,1,1,8,10,6,1,1,0,s6_08054.csv.png,s6_08054.csv
1,1,1,0,0,7,0,5,14,90,2,1,3,11,3,2,2,0,s6_08067.csv.png,s6_08067.csv
2,0,0,2,0,12,2,5,14,46,0,2,7,5,6,2,1,0,s6_08077.csv.png,s6_08077.csv
2,0,1,1,1,4,3,3,7,16,0,0,6,11,6,1,0,2,s6_08080.csv.png,s6_08080.csv
2,0,1,0,0,7,3,0,14,25,1,1,3,11,1,2,2,1,s6_08085.csv.png,s6_08085.csv
2,1,0,2,1,12,1,0,14,89,1,0,3,4,0,2,0,1,s6_08093.csv.png,s6_08093.csv
2,1,1,1,1,11,1,3,2,100,1,3,7,11,0,2,0,2,s6_08103.csv.png,s6_08103.csv
0,0,1,2,1,10,2,2,12,10,1,0,8,8,1,2,2,2,s6_08106.csv.png,s6_08106.csv
0,0,1,1,0,12,0,6,6,67,0,1,4,1,1,2,1,2,s6_08108.csv.png,s6_08108.csv
0,0,0,0,1,7,3,6,14,27,3,2,3,11,3,2,1,1,s6_08124.csv.png,s6_08124.csv
1,0,0,2,1,9,3,5,12,75,3,3,3,6,0,0,0,0,s6_08131.csv.png,s6_08131.csv
2,1,1,1,1,3,3,5,5,55,4,2,4,6,3,2,1,0,s6_08139.csv.png,s6_08139.csv
2,1,0,2,1,3,0,2,5,91,3,3,5,11,3,0,2,2,s6_08140.csv.png,s6_08140.csv
2,0,0,2,1,11,0,1,14,88,4,1,2,5,6,1,1,1,s6_08149.csv.png,s6_08149.csv
0,1,0,1,0,4,3,0,9,59,2,2,6,2,3,2,1,2,s6_08151.csv.png,s6_08151.csv
1,1,1,0,0,2,2,5,14,67,1,0,5,5,0,0,0,0,s6_08157.csv.png,s6_08157.csv
1,0,0,2,1,6,2,2,14,86,1,0,4,2,0,0,1,0,s6_08162.csv.png,s6_08162.csv
0,0,0,1,0,2,3,5,0,37,4,0,1,11,4,2,0,2,s6_08201.csv.png,s6_08201.csv
0,0,1,0,1,5,3,2,3,15,0,0,5,7,1,2,0,2,s6_08209.csv.png,s6_08209.csv
0,0,0,0,0,2,0,4,10,93,1,3,3,1,3,0,0,1,s6_08256.csv.png,s6_08256.csv
1,0,1,0,1,5,3,1,14,110,1,1,5,11,3,2,0,1,s6_08257.csv.png,s6_08257.csv
0,0,1,0,1,9,2,3,7,15,1,3,8,9,0,2,2,1,s6_08270.csv.png,s6_08270.csv
0,1,0,1,0,4,3,6,14,53,2,1,3,4,1,0,0,1,s6_08284.csv.png,s6_08284.csv
0,0,0,1,0,0,3,2,14,47,2,3,3,11,4,0,2,2,s6_08287.csv.png,s6_08287.csv
1,1,0,1,0,2,2,6,13,28,1,1,8,11,1,1,0,0,s6_08297.csv.png,s6_08297.csv
2,1,0,0,1,3,1,2,3,47,3,3,7,11,0,0,0,1,s6_08305.csv.png,s6_08305.csv
2,1,1,2,1,3,2,3,5,9,3,2,7,11,5,2,2,1,s6_08320.csv.png,s6_08320.csv
0,1,1,1,0,3,3,2,14,25,1,2,3,4,5,1,2,2,s6_08332.csv.png,s6_08332.csv
0,1,1,2,1,4,1,3,14,5,3,2,5,11,4,1,0,0,s6_08357.csv.png,s6_08357.csv
2,0,0,1,0,11,2,2,14,17,0,0,2,11,4,0,1,2,s6_08367.csv.png,s6_08367.csv
0,0,0,0,0,10,0,6,14,103,2,0,6,3,0,2,0,2,s6_08372.csv.png,s6_08372.csv
1,1,1,2,0,5,1,3,4,76,3,0,4,11,0,1,2,2,s6_08375.csv.png,s6_08375.csv
0,1,1,0,0,1,1,3,14,13,4,0,5,9,6,2,1,2,s6_08377.csv.png,s6_08377.csv
1,0,0,0,0,11,0,6,0,26,4,2,4,7,6,2,1,2,s6_08380.csv.png,s6_08380.csv
0,0,1,1,0,9,2,5,14,78,2,1,6,11,5,0,0,0,s6_08389.csv.png,s6_08389.csv
0,0,1,2,0,7,1,5,2,110,2,0,0,5,4,0,1,1,s6_08392.csv.png,s6_08392.csv
2,0,0,2,1,6,2,4,5,18,4,0,8,11,0,1,0,0,s6_08406.csv.png,s6_08406.csv
0,0,0,0,0,13,1,6,9,77,0,2,4,11,2,2,2,0,s6_08416.csv.png,s6_08416.csv
2,1,1,1,0,1,0,3,14,7,3,2,7,0,4,0,1,1,s6_08431.csv.png,s6_08431.csv
2,1,0,1,1,5,2,6,14,73,1,3,9,8,3,2,2,0,s6_08436.csv.png,s6_08436.csv
1,1,1,0,0,11,1,0,14,64,4,0,7,2,2,1,0,0,s6_08452.csv.png,s6_08452.csv
1,1,1,0,1,4,3,6,13,93,0,1,8,7,3,1,2,1,s6_08453.csv.png,s6_08453.csv
2,0,1,1,1,9,1,6,0,79,0,1,7,11,0,1,0,0,s6_08455.csv.png,s6_08455.csv
1,0,1,2,0,2,1,4,14,98,0,1,6,11,6,0,2,2,s6_08465.csv.png,s6_08465.csv
2,1,0,2,1,2,2,5,7,82,3,1,8,9,3,2,0,1,s6_08469.csv.png,s6_08469.csv
0,0,0,0,0,10,0,1,1,2,1,0,4,11,3,1,2,0,s6_08473.csv.png,s6_08473.csv
1,0,0,0,1,10,2,0,0,13,3,0,6,6,3,1,0,0,s6_08477.csv.png,s6_08477.csv
2,0,0,0,0,9,2,4,14,50,1,3,4,0,6,1,0,0,s6_08491.csv.png,s6_08491.csv
0,1,0,1,0,7,0,5,14,2,4,1,4,11,2,1,2,0,s6_08498.csv.png,s6_08498.csv
2,0,1,0,1,1,1,0,7,69,2,0,4,6,1,2,0,1,s6_08501.csv.png,s6_08501.csv
1,1,1,2,0,4,2,3,10,37,2,0,7,5,4,1,2,0,s6_08504.csv.png,s6_08504.csv
1,0,1,2,1,8,2,2,13,17,4,0,5,11,3,1,1,1,s6_08508.csv.png,s6_08508.csv
0,1,1,1,1,5,0,6,14,98,1,2,2,11,5,0,2,0,s6_08509.csv.png,s6_08509.csv
1,1,0,0,0,13,3,6,14,40,3,1,5,11,1,1,2,0,s6_08514.csv.png,s6_08514.csv
1,1,1,0,0,3,1,6,14,80,1,0,2,7,3,2,1,1,s6_08524.csv.png,s6_08524.csv
2,1,0,0,1,13,0,1,14,90,3,1,9,11,6,2,1,1,s6_08541.csv.png,s6_08541.csv
1,0,1,0,0,13,0,0,14,81,3,1,5,11,4,2,1,2,s6_08545.csv.png,s6_08545.csv
0,1,1,1,1,3,0,5,3,25,4,3,3,11,2,2,1,1,s6_08552.csv.png,s6_08552.csv
2,0,1,2,1,10,1,6,4,7,1,0,2,9,3,1,0,0,s6_08554.csv.png,s6_08554.csv
0,0,1,1,1,13,0,1,14,26,1,2,2,0,4,0,1,2,s6_08555.csv.png,s6_08555.csv
2,0,0,1,1,10,3,1,14,24,0,1,2,9,1,1,0,1,s6_08559.csv.png,s6_08559.csv
0,0,0,0,0,13,3,4,14,43,2,1,6,11,2,1,1,1,s6_08566.csv.png,s6_08566.csv
0,1,0,0,1,10,1,6,14,42,1,0,5,6,1,1,0,0,s6_08569.csv.png,s6_08569.csv
0,1,1,2,0,13,2,2,5,103,3,2,1,2,6,2,1,2,s6_08580.csv.png,s6_08580.csv
2,1,0,2,1,13,0,3,14,13,4,2,7,0,5,0,2,1,s6_08590.csv.png,s6_08590.csv
2,1,0,2,1,6,3,6,9,43,4,0,5,0,5,0,1,0,s6_08591.csv.png,s6_08591.csv
2,1,0,2,0,1,0,3,14,78,4,1,5,11,1,1,0,0,s6_08593.csv.png,s6_08593.csv
2,0,1,0,1,6,1,3,13,45,1,1,5,6,0,1,0,0,s6_08610.csv.png,s6_08610.csv
1,1,0,2,1,2,0,1,8,76,1,0,4,4,6,0,0,0,s6_08631.csv.png,s6_08631.csv
1,0,0,1,0,9,0,0,14,39,4,1,3,11,1,1,1,0,s6_08634.csv.png,s6_08634.csv
2,1,1,2,1,8,1,5,14,81,4,2,2,11,2,0,2,1,s6_08641.csv.png,s6_08641.csv
2,1,0,2,0,11,1,5,11,18,2,0,7,11,5,0,1,2,s6_08642.csv.png,s6_08642.csv
1,0,0,0,1,9,3,1,13,103,4,0,7,2,1,0,1,0,s6_08654.csv.png,s6_08654.csv
1,1,1,1,0,9,2,6,12,97,4,1,6,11,6,2,0,0,s6_08658.csv.png,s6_08658.csv
0,0,1,0,0,12,2,4,14,75,4,1,7,11,6,1,2,1,s6_08666.csv.png,s6_08666.csv
0,1,1,0,0,11,0,3,13,85,4,0,5,5,1,0,0,1,s6_08672.csv.png,s6_08672.csv
0,1,0,2,1,4,2,6,2,36,4,2,4,11,4,0,1,0,s6_08679.csv.png,s6_08679.csv
1,0,0,0,1,0,0,4,11,30,2,0,3,11,1,0,1,2,s6_08688.csv.png,s6_08688.csv
2,0,0,1,0,1,2,0,10,86,0,0,6,6,0,1,0,1,s6_08689.csv.png,s6_08689.csv
0,1,1,0,1,12,1,3,14,105,1,0,5,2,6,2,0,2,s6_08690.csv.png,s6_08690.csv
2,1,1,2,0,10,2,2,14,71,2,2,8,3,5,0,2,2,s6_08693.csv.png,s6_08693.csv
0,1,1,1,1,12,0,0,14,5,2,2,3,8,2,2,0,2,s6_08694.csv.png,s6_08694.csv
2,1,0,2,1,2,0,1,14,16,1,2,8,2,1,1,1,2,s6_08699.csv.png,s6_08699.csv
1,0,1,1,1,13,3,2,0,7,4,0,5,11,3,0,0,2,s6_08707.csv.png,s6_08707.csv
1,1,1,0,0,5,2,6,14,23,2,0,3,11,5,2,1,2,s6_08711.csv.png,s6_08711.csv
2,0,1,2,1,2,1,4,14,4,0,0,6,4,1,0,1,0,s6_08722.csv.png,s6_08722.csv
0,1,1,2,0,8,3,4,14,28,2,2,3,4,2,0,0,2,s6_08723.csv.png,s6_08723.csv
1,1,0,0,1,9,3,6,12,59,3,2,7,11,5,0,1,2,s6_08725.csv.png,s6_08725.csv
2,1,0,1,0,2,1,6,7,101,1,1,9,11,5,0,0,1,s6_08736.csv.png,s6_08736.csv
1,1,1,1,0,6,2,3,14,62,0,1,6,11,6,2,2,2,s6_08747.csv.png,s6_08747.csv
0,0,1,2,0,8,0,4,6,54,0,1,2,4,3,1,2,0,s6_08749.csv.png,s6_08749.csv
1,1,1,1,1,7,1,6,4,72,3,1,0,5,6,2,0,0,s6_08757.csv.png,s6_08757.csv
0,1,1,1,1,9,1,1,14,3,0,1,0,3,4,2,1,0,s6_08760.csv.png,s6_08760.csv
0,1,0,1,0,12,2,6,14,20,4,0,4,3,1,2,1,1,s6_08764.csv.png,s6_08764.csv
0,0,1,2,0,8,1,6,14,93,3,3,3,10,5,2,2,0,s6_08771.csv.png,s6_08771.csv
2,0,0,1,1,1,3,2,14,95,4,1,6,2,0,2,0,2,s6_08789.csv.png,s6_08789.csv
0,0,0,0,0,7,2,3,12,67,3,3,5,10,0,0,2,2,s6_08796.csv.png,s6_08796.csv
2,1,1,1,1,0,3,6,14,72,2,0,2,11,4,0,0,2,s6_08798.csv.png,s6_08798.csv
2,1,0,1,0,7,1,4,7,70,2,0,3,11,5,2,0,1,s6_08802.csv.png,s6_08802.csv
1,1,1,0,1,7,0,3,4,23,3,0,0,8,0,2,1,0,s6_08814.csv.png,s6_08814.csv
2,1,0,2,1,12,0,1,0,58,4,1,8,11,4,1,1,1,s6_08831.csv.png,s6_08831.csv
1,1,1,1,1,9,1,6,14,9,3,3,3,3,4,1,0,0,s6_08833.csv.png,s6_08833.csv
0,1,1,2,1,9,3,1,14,88,3,0,5,11,1,2,2,2,s6_08849.csv.png,s6_08849.csv
1,1,1,1,1,11,3,6,14,78,1,1,8,11,3,1,1,0,s6_08850.csv.png,s6_08850.csv
1,0,0,1,1,12,1,5,14,95,0,2,7,11,6,0,0,0,s6_08859.csv.png,s6_08859.csv
2,1,1,0,0,2,1,0,2,109,4,1,6,11,5,1,1,0,s6_08873.csv.png,s6_08873.csv
0,1,0,2,0,8,1,5,7,40,4,1,3,11,4,0,0,1,s6_08876.csv.png,s6_08876.csv
1,1,1,0,0,0,2,6,14,20,3,2,2,5,3,2,0,1,s6_08877.csv.png,s6_08877.csv
0,1,0,0,1,10,2,4,4,62,1,2,7,11,6,2,2,0,s6_08880.csv.png,s6_08880.csv
2,1,0,2,0,7,1,6,11,8,1,1,7,6,4,1,1,0,s6_08882.csv.png,s6_08882.csv
1,1,0,0,0,2,3,5,14,58,1,3,4,11,1,0,0,1,s6_08883.csv.png,s6_08883.csv
2,1,0,1,0,4,0,5,1,86,3,0,4,11,3,2,1,0,s6_08888.csv.png,s6_08888.csv
0,1,1,1,0,9,3,5,13,82,3,3,9,11,3,1,2,1,s6_08891.csv.png,s6_08891.csv
2,1,1,2,1,13,0,2,14,61,1,1,1,9,4,1,2,0,s6_08897.csv.png,s6_08897.csv
1,1,0,2,0,10,3,5,1,60,4,0,3,11,1,0,0,2,s6_08905.csv.png,s6_08905.csv
0,0,0,2,1,7,3,0,14,24,2,1,3,2,6,1,1,2,s6_08912.csv.png,s6_08912.csv
0,1,1,0,1,0,0,1,10,32,1,0,3,4,0,2,0,0,s6_08924.csv.png,s6_08924.csv
2,1,0,1,0,7,2,2,12,63,1,0,0,11,0,0,0,2,s6_08930.csv.png,s6_08930.csv
2,1,1,2,1,12,0,1,0,53,0,3,5,11,5,0,2,0,s6_08936.csv.png,s6_08936.csv
2,1,0,0,0,12,3,0,9,31,1,2,7,5,2,1,0,2,s6_08947.csv.png,s6_08947.csv
2,1,0,0,0,4,3,5,14,56,3,3,5,7,6,0,0,0,s6_08955.csv.png,s6_08955.csv
0,1,1,0,1,4,0,0,14,100,4,1,3,11,3,0,0,0,s6_08956.csv.png,s6_08956.csv
1,1,0,1,1,8,0,1,3,27,0,0,0,7,3,1,0,0,s6_08960.csv.png,s6_08960.csv
2,1,1,2,0,7,0,5,7,67,1,1,6,11,2,2,2,1,s6_08969.csv.png,s6_08969.csv
2,1,0,0,1,2,3,3,14,15,4,2,3,7,3,0,2,2,s6_08971.csv.png,s6_08971.csv
1,1,1,1,1,2,2,1,1,79,3,0,6,1,4,2,2,1,s6_08976.csv.png,s6_08976.csv
0,1,1,0,1,8,0,3,14,10,1,0,2,6,4,2,1,2,s6_08979.csv.png,s6_08979.csv
0,1,1,1,0,5,0,5,2,70,1,0,1,2,5,2,0,2,s6_08988.csv.png,s6_08988.csv
0,0,0,0,0,0,0,4,14,101,1,0,1,6,6,2,1,0,s6_08993.csv.png,s6_08993.csv
1,0,1,1,0,2,0,0,9,86,0,3,8,2,5,2,0,0,s6_09003.csv.png,s6_09003.csv
1,0,1,0,1,5,3,5,1,51,0,0,7,11,1,0,1,0,s6_09010.csv.png,s6_09010.csv
0,1,1,2,0,0,3,6,14,42,3,0,7,10,4,1,2,1,s6_09019.csv.png,s6_09019.csv
2,1,0,0,1,11,3,2,14,80,1,3,3,2,2,2,0,0,s6_09025.csv.png,s6_09025.csv
0,0,1,0,1,7,3,4,2,29,4,0,6,11,4,1,1,0,s6_09051.csv.png,s6_09051.csv
2,1,0,2,1,3,3,6,14,63,0,2,8,11,4,1,1,2,s6_09058.csv.png,s6_09058.csv
1,0,0,0,1,12,0,0,7,14,0,2,4,11,3,2,2,0,s6_09076.csv.png,s6_09076.csv
2,0,0,0,0,1,0,5,14,88,1,1,2,4,1,2,2,1,s6_09093.csv.png,s6_09093.csv
1,1,0,0,1,7,3,6,3,92,4,0,7,11,3,0,0,1,s6_09100.csv.png,s6_09100.csv
0,0,0,2,1,10,0,2,4,40,1,0,1,9,6,2,1,0,s6_09105.csv.png,s6_09105.csv
2,1,0,2,0,4,2,2,2,17,2,1,3,11,2,0,1,2,s6_09109.csv.png,s6_09109.csv
1,0,1,1,0,6,2,1,12,9,1,1,3,10,0,1,1,1,s6_09110.csv.png,s6_09110.csv
2,1,0,1,0,9,2,4,6,14,4,3,1,1,3,2,1,2,s6_09132.csv.png,s6_09132.csv
2,0,0,1,0,11,1,2,14,84,4,3,8,11,4,0,1,2,s6_09133.csv.png,s6_09133.csv
1,0,1,2,0,4,3,1,10,89,4,0,9,11,6,1,2,1,s6_09137.csv.png,s6_09137.csv
0,0,0,0,0,5,2,4,14,80,0,1,2,10,2,1,0,2,s6_09149.csv.png,s6_09149.csv
1,1,1,1,0,2,3,3,4,100,4,1,9,11,5,2,0,1,s6_09151.csv.png,s6_09151.csv
0,0,1,0,0,5,2,0,14,58,1,0,4,11,3,1,2,0,s6_09158.csv.png,s6_09158.csv
2,0,1,1,0,11,1,2,14,78,3,1,3,4,1,2,1,0,s6_09163.csv.png,s6_09163.csv
0,1,0,1,0,8,1,2,8,28,3,3,3,1,5,0,1,0,s6_09167.csv.png,s6_09167.csv
1,0,0,2,0,2,3,2,12,38,1,0,8,9,5,0,1,1,s6_09193.csv.png,s6_09193.csv
0,1,0,2,0,5,2,5,14,48,4,0,0,11,4,0,1,0,s6_09200.csv.png,s6_09200.csv
1,1,0,0,0,2,3,1,2,68,3,2,5,11,1,0,0,1,s6_09214.csv.png,s6_09214.csv
2,1,1,2,0,1,1,2,7,71,0,0,6,6,4,0,1,1,s6_09239.csv.png,s6_09239.csv
1,0,0,0,0,11,3,4,14,33,3,0,6,4,2,2,1,1,s6_09251.csv.png,s6_09251.csv
0,0,1,2,0,8,2,3,8,70,0,3,3,8,4,0,1,2,s6_09254.csv.png,s6_09254.csv
0,0,1,2,1,3,0,6,14,100,3,1,2,1,2,0,1,1,s6_09257.csv.png,s6_09257.csv
0,1,1,2,1,11,0,0,14,46,0,1,1,6,5,2,2,1,s6_09262.csv.png,s6_09262.csv
0,0,1,0,1,10,2,1,10,62,3,0,7,11,0,1,1,2,s6_09266.csv.png,s6_09266.csv
2,1,1,1,1,0,3,1,2,63,2,3,3,11,1,1,2,1,s6_09272.csv.png,s6_09272.csv
2,1,0,1,0,9,0,5,1,62,2,0,9,8,2,0,2,0,s6_09275.csv.png,s6_09275.csv
0,0,1,2,0,12,2,0,14,20,1,3,5,11,1,1,1,1,s6_09310.csv.png,s6_09310.csv
2,1,0,0,1,1,1,3,10,46,4,1,6,11,3,0,0,2,s6_09314.csv.png,s6_09314.csv
2,1,0,1,1,10,2,4,14,38,0,3,8,0,4,0,1,0,s6_09316.csv.png,s6_09316.csv
2,0,0,1,0,11,1,2,5,42,2,1,2,2,5,0,1,1,s6_09320.csv.png,s6_09320.csv
